order_id,product_id,quantity
11128,14471,2
11129,22031,4
11130,14827,3
11130,25348,2
11131,26597,2
11131,26491,4
11131,25767,4
11132,16885,1
11132,17150,5
11133,7804,4
11133,20780,5
11134,17039,2
11135,517,4
11135,9528,5
11136,8520,1
11136,5818,5
11136,1984,5
11137,7360,2
11137,19702,5
11138,28540,3
11138,17203,3
11139,898,3
11139,15855,5
11139,14559,4
11140,4041,4
11140,14654,2
11141,13939,4
11142,2001,1
11142,10633,5
11142,19097,1
11143,29831,4
11143,22656,2
11143,26252,5
11144,20438,1
11144,22865,2
11144,13793,2
11145,9596,3
11145,24473,1
11145,9895,1
11146,4743,3
11147,8703,4
11148,26316,1
11149,12452,2
11150,28073,5
11150,5028,5
11150,27986,4
11151,27980,4
11151,13502,1
11151,876,1
11152,21732,4
11152,23658,5
11153,20779,4
11153,28298,2
11154,27765,3
11155,22961,2
11156,7188,1
11157,23499,2
11157,9511,2
11157,24172,2
11158,1065,5
11159,16114,4
11160,2937,3
11160,10023,3
11161,20788,5
11162,5168,3
11162,19299,4
11162,10266,5
11163,1852,4
11164,9297,4
11164,4230,5
11165,16609,3
11165,26068,5
11166,8577,1
11166,24189,4
11167,28341,3
11167,10919,1
11168,16845,4
11168,28320,5
11168,8493,4
11169,13434,5
11169,11135,5
11170,22204,2
11170,9548,3
11171,10189,2
11171,23491,4
11172,849,2
11172,15466,2
11173,16032,3
11173,27437,4
11173,8751,4
11174,11940,4
11174,29504,3
11175,15731,3
11175,11584,5
11175,16925,5
11176,17074,5
11176,21526,5
11177,24853,2
11177,9216,3
11177,13031,4
11178,21302,3
11179,4385,2
11179,17451,4
11180,11038,4
11180,8989,4
11180,8485,1
11181,29784,1
11181,5502,3
11181,3062,4
11182,16059,4
11182,10402,5
11182,27528,1
11183,6360,1
11184,2781,3
11184,11499,3
11184,26547,1
11185,26961,4
11185,20032,3
11185,20935,3
11186,28678,1
11186,17064,3
11186,28017,1
11187,10719,1
11187,614,1
11187,20505,4
11188,17817,2
11188,6347,3
11188,18224,3
11189,7673,4
11189,27037,1
11190,10114,3
11191,14044,4
11191,10524,3
11191,4660,1
11192,17323,3
11192,23846,1
11193,16677,4
11193,344,4
11194,29665,1
11195,29630,5
11195,12697,4
11196,28953,5
11197,21026,1
11198,17958,2
11199,21604,4
11199,28847,2
11199,16485,1
11200,13217,3
11200,27964,3
11201,23200,3
11202,18867,2
11202,23551,4
11202,24451,4
11203,5568,1
11203,26290,2
11203,19455,5
11204,15399,1
11204,13962,5
11205,4910,1
11206,8691,1
11207,20494,4
11208,22281,3
11209,9631,2
11209,8024,4
11210,25348,2
11210,13425,1
11211,24522,3
11211,16856,1
11211,6034,5
11212,12303,2
11212,11421,3
11212,1191,4
11213,1460,3
11214,12736,3
11214,8641,4
11214,11147,5
11215,28055,3
11215,6086,1
11215,15933,5
11216,1494,1
11216,22646,1
11216,1552,1
11217,20258,1
11217,9687,3
11217,29996,2
11218,20201,4
11219,16067,4
11219,27835,5
11219,24412,2
11220,7973,2
11220,8679,2
11221,22871,3
11221,26175,3
11222,24972,4
11222,7887,1
11223,4207,4
11224,27930,2
11224,23599,3
11224,8227,5
11225,391,3
11225,9259,1
11226,16325,2
11227,26401,2
11227,6962,5
11227,18601,4
11228,1803,1
11228,21418,3
11228,6399,3
11229,15939,3
11229,27308,5
11229,6619,4
11230,7342,5
11230,16689,2
11231,14414,4
11231,1193,4
11231,4466,5
11232,16173,4
11232,11408,2
11232,29515,3
11233,10164,1
11233,13908,2
11233,29452,4
11234,28508,1
11235,27518,5
11235,1066,3
11235,20022,1
11236,22001,3
11236,13315,2
11237,24305,1
11237,23963,2
11238,16404,4
11238,2126,2
11239,28963,5
11239,4181,3
11239,19136,3
11240,6875,4
11241,3223,5
11242,13054,2
11243,10663,5
11243,7605,1
11244,2496,2
11244,15038,2
11244,3877,4
11245,18090,4
11245,18115,2
11245,22605,1
11246,5434,3
11246,5198,4
11246,12169,5
11247,20635,2
11247,20947,3
11247,11085,5
11248,12708,4
11248,16854,1
11249,17245,3
11249,27840,2
11249,21141,3
11250,24774,4
11250,26554,5
11250,2707,5
11251,18780,2
11251,23495,3
11252,11143,1
11252,4179,3
11253,12016,4
11253,4624,4
11253,9482,3
11254,28539,4
11255,19811,5
11255,18505,3
11255,7986,2
11256,23029,2
11256,17739,2
11256,19217,3
11257,27468,3
11257,27815,3
11257,9595,4
11258,4491,5
11258,14524,1
11259,10737,2
11259,25787,4
11259,21241,5
11260,22151,4
11260,29004,5
11260,841,3
11261,26626,4
11261,20820,3
11261,27183,5
11262,22177,1
11263,21430,1
11263,7206,4
11263,26187,5
11264,12101,2
11265,13097,5
11266,6743,2
11266,7728,1
11266,23372,2
11267,24076,5
11267,14995,1
11267,10029,3
11268,1194,2
11268,17341,1
11268,25700,2
11269,8285,4
11270,8052,2
11270,4282,3
11271,18294,5
11271,2411,2
11272,10258,5
11272,18351,4
11272,3973,3
11273,15397,5
11273,23318,5
11274,20933,1
11275,6195,5
11275,22951,5
11275,9033,5
11276,5235,3
11276,26914,5
11276,4361,1
11277,8884,4
11277,6315,1
11278,553,4
11279,21724,2
11279,2335,4
11279,1461,2
11280,17649,1
11280,22452,3
11281,5901,2
11282,12210,2
11282,1294,2
11282,24829,4
11283,9611,5
11283,19926,1
11283,21089,1
11284,17515,3
11285,16337,5
11286,10773,1
11286,12783,5
11287,15006,5
11287,2967,5
11288,22953,3
11288,4989,1
11289,10006,1
11289,5140,1
11289,8039,2
11290,22284,3
11290,15665,5
11290,29534,1
11291,821,5
11291,28676,3
11291,21644,3
11292,25299,5
11292,24608,2
11293,27225,5
11293,2477,3
11294,8127,2
11295,10782,2
11295,1333,3
11295,19098,5
11296,22445,3
11297,26331,2
11298,941,5
11298,29672,4
11299,15716,2
11299,9833,2
11299,26029,3
11300,22861,5
11301,9971,1
11302,28234,3
11303,11294,2
11303,448,4
11304,806,3
11305,7366,1
11305,20029,4
11306,12692,2
11307,19199,4
11308,29638,3
11309,15337,1
11309,11387,2
11310,3667,5
11310,8707,5
11310,26869,3
11311,24911,3
11312,29794,4
11313,13345,2
11313,11044,1
11314,27457,4
11314,11328,1
11314,16763,3
11315,21229,1
11315,25375,4
11316,14419,5
11317,20164,2
11317,22458,4
11317,6394,2
11318,26987,3
11318,15684,5
11318,1972,4
11319,2414,5
11320,17405,4
11320,9696,5
11320,29688,1
11321,8223,4
11321,12886,5
11322,21875,2
11322,21114,5
11322,617,4
11323,15718,3
11323,22477,5
11323,6791,4
11324,8543,5
11324,6383,5
11324,11139,5
11325,7293,3
11325,6033,3
11325,13455,3
11326,18819,3
11326,19110,3
11326,4710,4
11327,15825,5
11328,4057,4
11328,17387,5
11329,27377,2
11330,15180,4
11331,20795,4
11332,26832,4
11332,3637,1
11333,2808,3
11334,3276,3
11334,15986,1
11335,10849,2
11336,7920,4
11336,4059,3
11336,7110,3
11337,9851,3
11337,12878,3
11337,1065,1
11338,15334,3
11338,17285,5
11338,27291,1
11339,25409,3
11340,16936,1
11340,9252,4
11341,9608,4
11342,7918,2
11342,19511,2
11342,25372,5
11343,14761,1
11343,1468,2
11344,3774,1
11345,28856,2
11345,26995,1
11345,14205,5
11346,27644,4
11347,22016,4
11348,11707,5
11348,23134,1
11349,19640,5
11350,11132,3
11350,8637,3
11350,28222,1
11351,29897,5
11352,25101,3
11353,17378,2
11353,25059,5
11353,10818,3
11354,24545,5
11354,17159,3
11354,28052,4
11355,5718,2
11356,14486,3
11357,12197,1
11357,25233,5
11357,6204,4
11358,12386,1
11358,22656,1
11359,11358,5
11360,19296,4
11360,20681,1
11361,6317,5
11361,24256,2
11362,731,4
11362,29872,1
11363,27455,5
11364,12324,2
11364,3309,5
11364,16258,2
11365,12310,4
11365,27250,4
11366,21724,5
11366,12445,5
11366,21942,5
11367,9975,2
11367,4364,3
11368,10288,5
11368,4625,4
11368,26474,2
11369,27607,4
11369,7462,4
11369,29579,3
11370,21144,4
11371,4846,3
11371,5122,1
11372,35,3
11373,21808,3
11374,22556,3
11374,29497,5
11374,7382,5
11375,20082,2
11375,1661,3
11375,24354,2
11376,16231,2
11377,19810,2
11378,11014,4
11378,29997,1
11379,13100,3
11379,714,4
11379,25803,5
11380,3896,4
11380,26853,1
11381,25462,2
11382,1368,2
11382,11386,3
11383,23051,1
11383,22684,3
11383,8751,3
11384,12419,2
11384,10015,5
11384,25987,5
11385,2617,5
11385,10681,5
11385,26282,1
11386,4085,4
11386,13709,1
11387,14644,1
11388,3651,1
11388,11788,2
11388,5091,4
11389,17535,5
11389,14423,4
11389,25682,4
11390,11891,2
11391,19551,1
11392,663,3
11393,14512,3
11394,9917,5
11394,23155,3
11395,24166,5
11396,9382,5
11396,29012,4
11397,14447,4
11398,23381,2
11398,24857,2
11398,29593,4
11399,23503,5
11399,333,1
11399,6734,5
11400,11847,3
11400,29429,4
11401,20391,5
11402,20900,3
11402,25945,4
11402,8265,1
11403,689,5
11404,19200,4
11404,5680,5
11404,21753,4
11405,9023,5
11405,14800,4
11406,24589,1
11406,26285,1
11407,11847,4
11407,21834,1
11407,21971,2
11408,18323,4
11408,24569,2
11409,12027,5
11410,28367,5
11410,17290,5
11411,18748,3
11411,21242,1
11412,18417,2
11412,19850,1
11413,25703,4
11414,13539,4
11415,2489,5
11415,22951,3
11416,17010,2
11416,19687,1
11416,26708,3
11417,13415,4
11418,8312,5
11418,2090,1
11418,25441,2
11419,4728,5
11419,20322,2
11419,22344,3
11420,15887,2
11420,5832,4
11420,1327,5
11421,27601,2
11421,14441,2
11421,22449,2
11422,10118,5
11422,18455,1
11422,24052,2
11423,25457,3
11424,22648,5
11424,9890,3
11424,8531,4
11425,266,5
11425,10635,4
11425,3277,5
11426,2593,2
11426,1646,3
11426,11645,4
11427,5883,3
11428,5584,3
11428,23729,2
11429,3711,5
11429,24682,4
11429,14533,5
11430,13226,2
11430,15308,5
11430,28070,1
11431,13298,3
11431,12100,4
11431,28360,1
11432,8961,3
11433,13383,3
11433,27614,5
11434,21779,4
11435,12171,5
11436,16827,3
11436,6878,2
11437,4187,3
11437,28107,1
11438,820,3
11439,23953,5
11440,5316,1
11440,13115,4
11441,90,4
11441,22987,2
11442,24437,5
11442,27602,5
11442,28594,2
11443,7108,1
11443,1937,5
11444,9325,1
11445,13136,2
11445,7993,1
11445,14363,1
11446,25309,2
11446,21821,1
11446,13087,2
11447,24959,3
11448,5234,3
11448,1488,2
11449,22880,4
11450,23232,5
11450,8885,1
11450,28936,4
11451,9888,5
11451,14118,5
11452,23761,4
11452,13778,5
11453,13053,4
11453,4428,5
11454,12167,5
11454,26502,5
11455,3925,4
11455,16165,5
11455,28808,2
11456,16260,4
11456,28830,5
11456,28072,4
11457,20502,3
11457,14400,1
11458,7670,2
11458,19028,2
11459,17349,5
11459,27713,3
11460,4613,1
11460,18453,2
11460,26445,3
11461,25734,5
11461,21185,1
11462,6054,2
11462,7,4
11463,12308,1
11463,13316,1
11463,7604,1
11464,942,2
11465,23245,1
11466,14201,3
11466,29994,2
11466,25194,5
11467,29972,3
11467,25713,4
11467,8221,2
11468,4876,5
11468,2529,2
11468,21250,1
11469,24118,5
11469,2193,1
11470,26724,3
11470,13179,2
11470,27105,4
11471,24378,5
11472,24123,5
11472,334,4
11472,13454,1
11473,28699,1
11473,13295,5
11473,7383,1
11474,27158,1
11474,13892,4
11475,24181,4
11476,27415,1
11477,29461,5
11478,4234,5
11478,28003,2
11478,16124,1
11479,27970,4
11479,14034,3
11480,20409,4
11480,21459,2
11481,17265,5
11481,21199,5
11481,5260,2
11482,29206,4
11483,8705,1
11484,20357,5
11484,11862,2
11485,7925,5
11485,11816,5
11486,13978,1
11486,487,5
11487,16115,4
11487,8401,2
11488,19299,1
11489,23590,5
11490,14129,1
11491,6160,5
11491,17908,1
11491,23775,2
11492,28479,4
11492,21354,1
11493,10539,2
11493,645,2
11493,2933,3
11494,29672,3
11495,20576,4
11495,15685,3
11496,6906,5
11497,3569,2
11498,9663,4
11498,11887,4
11498,26020,1
11499,12387,3
11500,12435,1
11500,2248,5
11501,2484,1
11502,12205,1
11502,6968,2
11502,27369,3
11503,10074,5
11503,22520,3
11503,3657,1
11504,4640,3
11505,11570,1
11505,20050,3
11505,6884,2
11506,18629,5
11506,9867,3
11507,4707,3
11508,29985,1
11508,19243,4
11508,16173,4
11509,25108,1
11510,8186,5
11510,20230,2
11510,15632,4
11511,11232,2
11512,15474,3
11512,7987,2
11512,10807,1
11513,9164,3
11513,10886,5
11513,1793,1
11514,3050,4
11514,7488,2
11514,9570,4
11515,18657,5
11515,19732,5
11515,9446,2
11516,16771,3
11516,14506,1
11517,11247,5
11517,21373,1
11518,20787,5
11518,4988,5
11519,20776,2
11520,15712,1
11520,20126,4
11520,5008,2
11521,12101,3
11521,5532,3
11521,13730,3
11522,25807,4
11522,781,5
11523,9208,2
11523,1126,3
11523,3549,3
11524,1195,4
11524,21650,5
11524,18516,1
11525,11848,1
11526,27088,4
11527,25865,4
11527,6281,5
11527,2631,1
11528,18317,5
11528,6683,2
11528,12626,2
11529,12289,4
11529,12405,3
11530,5491,5
11530,21863,2
11530,16583,1
11531,28571,4
11531,423,1
11532,25509,4
11533,16653,4
11534,2206,2
11535,8892,5
11535,6027,3
11536,28715,5
11537,20687,5
11537,3926,4
11537,24094,3
11538,2992,1
11538,11177,3
11538,26656,2
11539,513,5
11539,15398,4
11539,1705,5
11540,7780,5
11541,25682,3
11541,19852,4
11542,27852,5
11543,18604,4
11543,14128,4
11544,14152,3
11544,27298,2
11545,25658,1
11545,27229,2
11545,1574,5
11546,26635,5
11546,9767,1
11546,14498,4
11547,8183,4
11548,9917,4
11549,5862,5
11549,28706,4
11550,24601,2
11550,6413,5
11551,1403,1
11551,24597,5
11551,15476,2
11552,27912,2
11553,16448,1
11553,14773,2
11554,17359,1
11554,26657,4
11554,4994,1
11555,21506,2
11555,27741,4
11556,8843,5
11556,4121,1
11556,6733,4
11557,23572,2
11558,28589,3
11559,15313,2
11560,6786,3
11560,16241,1
11561,5628,1
11562,4280,4
11562,22238,1
11562,20192,1
11563,7330,5
11564,13778,2
11564,2266,1
11564,3820,5
11565,17428,5
11565,19868,3
11566,12413,5
11566,17925,2
11566,29199,2
11567,12199,3
11567,18700,2
11568,6307,5
11569,27990,5
11569,11677,4
11569,23010,2
11570,6112,4
11570,16804,3
11571,11301,4
11571,19805,3
11572,12007,3
11572,13238,5
11572,29171,4
11573,28242,3
11573,11420,2
11574,27381,5
11574,24593,5
11574,19249,4
11575,7116,1
11575,26901,5
11576,20775,4
11576,29205,3
11577,2939,2
11578,495,2
11578,9445,1
11578,13521,3
11579,2265,1
11579,12989,5
11579,12812,1
11580,6727,3
11581,28425,2
11581,2090,3
11581,21414,1
11582,7414,1
11582,15226,2
11582,22638,2
11583,13872,3
11583,1911,2
11584,15113,5
11584,19288,4
11584,28359,3
11585,17137,5
11585,10258,1
11585,16771,2
11586,6288,2
11586,20914,1
11586,20403,5
11587,3972,3
11587,15294,1
11587,17275,3
11588,19203,3
11588,854,4
11588,28099,2
11589,567,1
11589,21106,5
11589,7964,1
11590,27617,5
11590,12844,3
11590,27553,5
11591,21337,4
11592,8703,2
11592,28,5
11592,16370,2
11593,13117,3
11594,24536,4
11594,18793,3
11594,5095,1
11595,15820,1
11595,27131,1
11596,16491,5
11597,24599,5
11597,24775,3
11598,7449,5
11598,14045,3
11599,20726,2
11600,25554,4
11600,16555,5
11600,7592,2
11601,26192,2
11601,8220,4
11601,3076,1
11602,11174,2
11603,7293,4
11603,24354,3
11603,15731,2
11604,17619,4
11604,848,4
11605,7815,3
11605,2301,5
11605,27875,2
11606,10827,2
11606,7910,3
11607,12725,3
11607,76,5
11607,26706,5
11608,4372,2
11608,4548,2
11608,26155,2
11609,26283,5
11610,6754,4
11610,2401,4
11611,18132,5
11611,4789,3
11611,15032,4
11612,20511,1
11613,9539,1
11613,2135,1
11614,7546,2
11614,19617,4
11615,24187,4
11615,26247,1
11615,21162,3
11616,17367,3
11616,10409,2
11617,234,3
11618,6537,2
11618,15021,4
11618,16725,2
11619,4181,3
11619,8570,1
11620,10627,3
11620,29603,3
11620,28769,1
11621,3039,3
11621,22718,3
11622,3445,1
11622,4863,5
11623,29587,2
11623,22136,1
11624,26383,2
11625,26004,4
11626,14914,2
11627,15977,5
11628,13099,2
11629,907,5
11629,28593,5
11629,12416,4
11630,28973,4
11630,8722,2
11630,8196,5
11631,29129,2
11631,27931,1
11631,18584,5
11632,9208,2
11632,14890,3
11632,20501,1
11633,20087,2
11634,11591,5
11634,13744,3
11635,5452,2
11636,11179,2
11637,25798,3
11637,7107,1
11638,18322,2
11638,14541,5
11638,26111,5
11639,1548,5
11639,2799,5
11640,16459,2
11640,15364,2
11640,10207,1
11641,8422,1
11641,653,5
11642,25447,5
11643,21697,5
11643,3618,5
11644,13815,2
11645,1686,5
11645,13714,1
11646,29957,3
11646,17517,1
11646,28890,1
11647,24463,3
11647,24525,1
11647,6011,1
11648,21822,3
11648,20506,2
11648,6652,1
11649,16617,3
11649,29735,5
11650,5705,4
11650,9004,4
11650,17809,5
11651,1473,1
11651,29489,1
11651,18787,5
11652,26180,2
11652,10849,3
11652,12822,1
11653,9507,2
11653,14444,5
11653,17135,2
11654,26928,1
11654,5655,1
11655,7881,4
11656,7226,1
11656,10488,4
11657,3656,3
11658,25280,1
11659,21981,5
11659,27308,3
11659,13816,1
11660,11237,4
11661,11621,3
11661,3288,2
11661,8493,4
11662,9725,3
11662,18495,2
11663,15028,3
11663,15047,1
11663,2198,2
11664,27400,5
11664,8031,4
11665,19860,1
11665,3540,4
11665,27272,4
11666,4092,1
11666,22119,3
11667,22291,5
11667,20264,2
11667,16519,3
11668,19249,5
11668,6621,5
11669,7792,1
11670,24258,5
11670,10422,4
11671,966,3
11672,20748,1
11672,19546,5
11672,2133,1
11673,22417,5
11673,23231,4
11674,7073,2
11675,1299,4
11675,11370,4
11675,28090,1
11676,11361,2
11676,27635,2
11676,18106,2
11677,11671,2
11678,4867,2
11679,5055,2
11679,8484,5
11680,25871,5
11680,14218,1
11681,20212,4
11681,2017,4
11681,8647,2
11682,28472,5
11682,17247,3
11682,21070,5
11683,2425,5
11683,22290,1
11683,28417,4
11684,17084,3
11684,12192,5
11685,24367,2
11685,26613,2
11685,20896,5
11686,27478,2
11686,659,4
11687,18639,4
11687,27884,1
11688,29502,1
11689,10805,2
11690,17685,5
11691,15070,1
11692,1479,2
11692,7252,5
11692,13106,1
11693,16910,2
11693,13589,3
11694,29295,3
11695,9665,4
11696,25145,4
11696,29382,1
11696,469,1
11697,9162,1
11697,21859,3
11698,18735,5
11698,12163,3
11699,8188,5
11699,19616,4
11700,10010,5
11700,11069,5
11700,3993,1
11701,6057,1
11701,489,2
11702,1631,3
11703,867,5
11703,19889,1
11704,3973,5
11704,22750,3
11704,8299,1
11705,29527,4
11705,21185,4
11705,16561,5
11706,6427,3
11707,2961,2
11707,9675,1
11707,6038,3
11708,4867,2
11709,27309,3
11709,18234,2
11710,15451,2
11710,9043,2
11710,24658,2
11711,24797,2
11711,19042,4
11712,16686,5
11712,8756,5
11712,26874,2
11713,5298,3
11713,28356,4
11713,20799,1
11714,8376,3
11715,13671,1
11715,25214,3
11716,2460,5
11716,7027,4
11716,1808,4
11717,15515,1
11717,7357,3
11718,29546,5
11718,5170,2
11719,757,2
11719,28777,2
11719,904,4
11720,4552,2
11721,3677,3
11721,2474,2
11722,3722,5
11723,20708,5
11723,22280,4
11723,6646,3
11724,784,4
11725,4326,2
11726,28214,3
11726,6228,5
11727,16434,2
11727,15754,2
11727,3896,2
11728,22904,5
11729,28158,1
11729,7811,1
11730,1268,4
11730,26132,3
11731,8144,4
11731,20538,4
11731,1716,1
11732,28769,5
11733,13113,4
11733,19890,4
11733,26386,4
11734,11051,5
11735,1988,3
11735,5917,2
11736,21406,4
11736,22829,3
11737,15549,3
11738,25366,3
11738,11715,1
11739,20862,3
11739,7309,2
11739,20578,3
11740,20641,2
11740,20052,5
11740,25235,3
11741,13320,1
11741,12845,4
11742,19445,1
11743,7111,2
11743,14569,3
11743,7864,1
11744,2628,1
11744,22289,2
11744,5731,1
11745,2568,5
11745,18375,2
11745,5686,4
11746,137,1
11746,13990,5
11746,15846,5
11747,13291,1
11747,12152,4
11747,20260,4
11748,24958,1
11748,406,4
11749,18894,1
11749,23920,4
11750,9275,3
11750,15282,4
11750,1444,2
11751,9626,4
11752,28916,4
11752,2887,3
11753,17232,2
11753,25670,3
11754,7853,3
11754,24557,2
11755,19719,3
11756,2739,3
11757,8186,5
11757,20700,4
11758,27484,4
11758,17279,2
11758,13075,2
11759,25521,4
11759,21370,5
11759,21505,4
11760,12129,4
11760,27156,5
11761,11136,5
11761,16214,1
11762,22566,4
11763,11257,2
11764,2074,1
11764,20578,1
11764,7636,1
11765,26645,4
11765,17490,5
11765,15995,3
11766,19525,5
11767,19392,2
11768,17681,5
11768,1615,4
11769,13569,3
11769,15050,1
11770,25012,2
11770,13815,5
11771,10043,2
11771,22909,3
11772,27700,3
11773,25608,3
11773,28248,5
11774,17521,3
11775,27174,3
11775,19345,2
11775,25703,3
11776,2743,5
11777,19346,2
11777,2338,4
11778,18349,5
11778,28709,2
11779,26016,3
11780,13094,5
11780,113,5
11780,6729,5
11781,4375,4
11781,20320,5
11781,14795,1
11782,4078,5
11782,18643,3
11782,22666,4
11783,10584,1
11783,5719,4
11784,9491,4
11784,11732,4
11785,16679,1
11785,12241,4
11786,9718,1
11787,18910,3
11787,29061,2
11788,15658,5
11788,3187,1
11788,26073,4
11789,21176,5
11789,23131,3
11789,26261,5
11790,10800,3
11790,5466,5
11791,19086,4
11791,24072,2
11792,23407,1
11793,6970,5
11793,24842,1
11793,20471,4
11794,12592,5
11795,12280,1
11795,25636,3
11796,13473,3
11797,6465,3
11797,17114,2
11797,16678,5
11798,22663,1
11798,15460,5
11799,2655,5
11800,28292,3
11800,10769,3
11801,29110,2
11801,25148,3
11801,17751,1
11802,19472,4
11802,21575,4
11803,12169,1
11803,13869,4
11804,2052,4
11804,28770,1
11804,9872,4
11805,20114,4
11805,25521,1
11806,2529,5
11807,26712,5
11807,28756,4
11807,4287,3
11808,13418,3
11808,1535,2
11809,8418,3
11809,19046,1
11810,24396,2
11810,27449,5
11811,15571,2
11812,26052,1
11812,29919,4
11812,2646,2
11813,10470,4
11813,8529,2
11813,2256,1
11814,20637,4
11814,29176,2
11815,22118,5
11815,22144,3
11816,24766,3
11816,17054,1
11816,9324,1
11817,27042,3
11817,6248,3
11817,7230,2
11818,6735,1
11819,24806,2
11819,21413,1
11819,15228,2
11820,11053,2
11820,10708,4
11820,3837,3
11821,8763,3
11821,16515,2
11821,24016,2
11822,26321,5
11822,18724,2
11822,8414,3
11823,17559,3
11824,8132,3
11824,7702,1
11824,8969,2
11825,29845,3
11826,6111,2
11826,4488,3
11826,17772,2
11827,12830,2
11827,14072,4
11828,3100,2
11828,24522,1
11828,26618,1
11829,28711,1
11829,11200,2
11829,27119,5
11830,28500,5
11830,2299,4
11830,24747,4
11831,10317,2
11831,7220,5
11831,24065,2
11832,3963,5
11832,29783,5
11832,13619,5
11833,17289,2
11833,17073,5
11834,27872,1
11834,11957,3
11834,12899,1
11835,27757,5
11835,22764,5
11836,9089,1
11836,10368,5
11836,8149,5
11837,662,1
11837,10162,5
11838,11911,2
11839,10073,3
11839,2474,5
11840,9591,1
11840,17994,3
11840,22500,2
11841,4501,4
11841,3609,1
11842,27648,5
11842,12552,4
11843,12998,3
11844,29578,3
11844,2430,5
11845,26438,4
11845,16736,1
11845,17575,1
11846,17521,4
11846,28328,1
11846,25273,4
11847,4066,4
11848,1083,5
11848,17506,2
11848,16619,5
11849,29110,1
11850,3285,5
11850,461,1
11850,17184,3
11851,20260,3
11852,14047,2
11852,9870,4
11852,4067,3
11853,16285,2
11853,3064,1
11854,26412,2
11854,2369,5
11855,18649,4
11855,1048,1
11855,11017,4
11856,1847,5
11856,16592,5
11857,23710,3
11857,7189,4
11858,29958,1
11859,18477,4
11859,15826,5
11859,3693,5
11860,4027,2
11860,13641,1
11861,18856,5
11861,16339,2
11861,2715,3
11862,22688,1
11862,20440,5
11863,11428,4
11863,6430,1
11864,995,3
11864,24908,1
11865,4194,2
11866,4710,1
11866,8920,4
11866,9531,5
11867,26271,3
11868,15782,3
11868,27696,4
11868,8865,5
11869,7540,1
11869,27146,4
11870,26785,3
11870,898,3
11871,17399,2
11871,2120,3
11872,2268,3
11872,22589,4
11873,8198,5
11873,8640,5
11874,9449,3
11874,29579,2
11875,13608,1
11875,6774,2
11875,17809,3
11876,24292,1
11876,4255,4
11877,3108,4
11877,24020,3
11877,5930,5
11878,2723,5
11878,3554,2
11879,20196,4
11880,13998,5
11880,10153,3
11880,13653,1
11881,26968,1
11881,21972,1
11882,13931,2
11882,9238,5
11882,14180,1
11883,24844,5
11883,7354,4
11884,29951,5
11884,5572,5
11884,647,5
11885,23045,3
11885,8245,4
11886,16684,3
11887,13762,5
11887,667,1
11888,6606,3
11888,6013,5
11889,20296,2
11889,9744,3
11889,5951,3
11890,15970,3
11890,4050,5
11890,9494,3
11891,5388,4
11891,4236,5
11891,21043,2
11892,397,5
11892,17595,5
11892,4919,5
11893,23060,3
11893,14875,1
11893,19247,4
11894,11636,5
11894,14860,3
11895,13817,2
11895,11738,2
11895,10232,3
11896,8606,2
11897,16330,5
11898,3183,1
11898,12785,4
11898,6260,2
11899,8925,2
11900,11605,3
11900,16527,5
11901,23027,5
11901,17217,2
11902,21915,5
11903,20506,5
11903,18594,2
11903,28817,2
11904,21209,1
11904,17535,2
11904,3164,2
11905,9563,5
11906,29314,2
11907,16521,3
11907,987,3
11907,7855,2
11908,22837,3
11908,22017,4
11908,20562,1
11909,6976,3
11909,19347,2
11909,15717,3
11910,21146,2
11911,17962,4
11911,633,3
11911,13277,1
11912,12377,4
11912,27471,5
11913,26998,4
11913,3921,5
11914,8676,3
11914,11768,3
11914,6855,1
11915,12349,5
11915,24153,3
11916,10120,5
11917,22706,2
11917,6980,1
11918,17745,4
11919,20409,5
11920,12715,2
11920,4059,3
11920,10015,5
11921,11863,5
11922,3895,2
11922,10098,1
11922,9558,4
11923,12369,5
11923,9227,1
11924,15713,5
11925,3937,3
11926,13593,2
11926,4506,1
11926,6657,1
11927,20959,4
11927,27384,5
11927,3349,1
11928,20599,1
11928,14143,2
11929,19892,3
11930,16696,3
11930,15749,2
11930,303,5
11931,16985,1
11932,19205,1
11933,17709,4
11933,9668,1
11933,12583,3
11934,74,1
11934,22432,4
11934,19791,2
11935,23874,4
11935,19912,3
11935,6843,2
11936,16003,4
11936,139,4
11937,5923,5
11937,257,4
11938,351,1
11938,19296,4
11939,25868,4
11939,17737,2
11939,29772,3
11940,7807,3
11940,27067,4
11940,9604,3
11941,4822,1
11942,25684,5
11942,6551,1
11943,7040,5
11943,27645,3
11943,10005,1
11944,23672,4
11944,24640,3
11945,23132,2
11945,20747,5
11946,10275,1
11947,12854,4
11947,22312,4
11948,19152,1
11949,11609,5
11949,27464,2
11950,2067,4
11950,15743,4
11950,7907,2
11951,11947,4
11951,18986,3
11952,15953,5
11953,22480,1
11953,10000,4
11953,4498,1
11954,28933,5
11954,26820,1
11955,12273,2
11955,16673,3
11956,14394,4
11957,18437,2
11958,29147,1
11959,2993,1
11959,11693,2
11959,25560,1
11960,26877,3
11961,106,1
11961,15347,1
11962,25574,2
11962,19142,1
11962,14634,4
11963,14439,1
11964,17398,1
11964,4290,3
11965,7609,5
11965,24421,5
11966,22663,3
11966,3673,1
11966,17992,1
11967,879,3
11968,20796,4
11968,9734,3
11969,15085,2
11969,18184,2
11970,29323,5
11970,6812,1
11971,11099,1
11971,24847,4
